client_name,client_id,account_type,address,phone_number,email,branch_id,servicing_broker_id,status,issued_on,updated_on,avg_days_between_logins,avg_user_sentiment_score
Oscar Cisneros,C002054,Personal,"50927 Glen Orchard Apt. 019, Lake Christina, NY 97646",7177647689,oscar.cisneros@gutierrez-brooks.com,B_US00428,S002664,Active,2005-11-05,2025-11-28,33.22793917803267,9.03903126103352
Ronald Larson,C007788,Commercial,"213 Robert Manors, Patriciachester, NJ 31298",204-712-1643x3059,ronald.larson@newman.biz,B_US00935,S006701,Active,2005-02-20,2025-11-28,6.354810766524814,6.544668143685643
Joshua Cabrera,C005688,Commercial,"02258 French Centers Suite 161, East Kathryn, FL 73083",+1-726-209-7301x5917,joshua.cabrera@ferguson-cruz.net,B_US00436,S008470,Active,2005-10-15,2025-11-28,9.557332321440601,8.000990089766619
Mason Horton,C003411,Commercial,"20428 Tony Trafficway Suite 817, Tinachester, AR 31656",001-423-450-8840x63751,mason.horton@brown.com,B_US00436,S002863,Active,2005-11-02,2025-11-28,11.960248363894234,4.988250997447549
Elizabeth Gregory,C004211,Personal,"4139 Munoz Extension Apt. 048, Lake Tyler, PR 01118",+1-304-651-6711x537,elizabeth.gregory@morgan.com,B_US00436,S006107,Active,2005-08-08,2025-11-28,18.661997228838636,7.858360971716489
Steven Walker,C003333,Commercial,"2450 Mary Street Suite 593, Robertport, MD 12502",(797)919-5186x11467,steven.walker@reeves.com,B_US00347,S006802,Prospect,2005-11-07,2025-11-28,6.112643997615939,6.9397855466511595
Robert Johnston,C006080,Personal,"029 Garcia Wall, Kennethfurt, AL 94499",(359)259-4352x098,robert.johnston@ayers.com,B_US00725,S008933,Inactive,2004-12-24,2025-11-28,17.37056510901278,5.198368236636993
Robert Arnold,C004457,Personal,"87042 Todd Rapid, Castroport, AK 84215",501-268-7264x5139,robert.arnold@fox.org,B_US00428,S006626,Inactive,2005-09-23,2025-11-28,13.811918265638743,6.487510871665081
Antonio Lewis,C009246,Personal,"100 Huff Road Suite 720, Brettmouth, WY 10556",(971)639-3215,antonio.lewis@smith.com,B_US00833,S003947,Active,2005-07-16,2025-11-28,26.345652268130877,9.908792245563927
Donna Perry,C004402,Commercial,"01182 Barker Squares, New Jennifer, VT 93272",656.930.2904x557,donna.perry@cox.net,B_US00436,S009203,Inactive,2005-01-03,2025-11-28,2.196799604504239,6.806319010673376
Megan Klein,C002691,Commercial,"3604 Erik Point Apt. 264, Watsonport, FL 38877",+1-479-526-7098x88303,megan.klein@graves.com,B_US00428,S001684,Prospect,2005-01-27,2025-11-28,19.949094712087383,5.467966252152799
David Schultz,C002628,Commercial,"9380 Bauer Keys Apt. 772, Patelville, MA 75303",472-732-3561x41434,david.schultz@maxwell.com,B_US00377,S002859,Prospect,2005-05-01,2025-11-28,11.85296158679346,5.236698199705874
Christopher Roberts,C007345,Commercial,"1022 Jennifer Green Apt. 362, West Markchester, WI 92238",720-924-8632,christopher.roberts@lyons-benson.com,B_US00347,S005879,Active,2005-02-11,2025-11-28,6.808795619519456,3.700582833680231
Kayla Mcdaniel,C002070,Personal,"97963 Michael Stravenue, Jacquelineshire, IL 01590",443.546.5930x3239,kayla.mcdaniel@cook.com,B_US00935,S006745,Active,2005-02-17,2025-11-28,6.049400392284458,10.0
Troy Johnson,C005295,Personal,"92675 Marc Valleys Apt. 730, East Angelport, NH 07044",467-212-9338,troy.johnson@chavez.net,B_US00347,S001459,Active,2005-02-20,2025-11-28,8.930454646480715,6.3597393722836975
Brenda Phillips,C007096,Commercial,"9185 Jason Trafficway Suite 829, New Ronald, OK 35179",345-582-5570,brenda.phillips@mitchell.com,B_US00553,S005698,Prospect,2005-01-27,2025-11-28,20.269127190790435,4.500446281132816
Mark Ball,C001666,Commercial,"55969 Michelle Turnpike, East Anthony, NC 64263",990.307.6026,mark.ball@chang.info,B_US00115,S005538,Active,2005-08-10,2025-11-28,17.221668737567,8.501807405229208
Christina Thomas,C002030,Personal,"72172 Anthony Springs, Angelaville, NH 25382",(470)622-5830,christina.thomas@murray-garcia.com,B_US00833,S001347,Inactive,2005-03-31,2025-11-28,26.74096532349933,4.069557250700621
Sabrina Levy,C002536,Personal,"848 Erin Neck, Mcdonaldmouth, PW 52049",(250)286-4988,sabrina.levy@mack.com,B_US00935,S007742,Inactive,2005-05-15,2025-11-28,3.464173445988415,7.653335900277412
Veronica Ruiz,C004579,Commercial,"5397 Clark Hills, Jonesstad, OK 25825",7006983154,veronica.ruiz@jones-mendez.com,B_US00935,S005322,Active,2005-07-25,2025-11-28,21.095413352828007,6.626519008436798
Dawn West,C001499,Commercial,"PSC 0397, Box 0539, APO AP 01909",+1-854-304-8041x88604,dawn.west@meadows-garcia.biz,B_US00725,S003866,Prospect,2005-07-07,2025-11-28,11.710047498458161,10.0
Elizabeth Mitchell,C003377,Commercial,"370 Hines Cliffs, North Cheryl, OH 22012",+1-265-908-0806x27074,elizabeth.mitchell@diaz-rhodes.biz,B_US00436,S001821,Prospect,2005-01-14,2025-11-28,18.698048216476195,5.682383352543787
Karen Benton,C005083,Personal,"140 Campos Shore Apt. 967, Loristad, OR 35851",001-474-899-2069,karen.benton@walker-sanchez.com,B_US00347,S005719,Inactive,2005-06-15,2025-11-28,20.33021575461063,7.739654491743211
Tasha Goodman,C005003,Commercial,"5533 Taylor Orchard, Juliaborough, HI 67548",(873)278-0719x9782,tasha.goodman@griffin.com,B_US00553,S007647,Active,2005-02-20,2025-11-28,13.43551276003974,8.888011105378162
Paul Fisher,C005480,Commercial,"08525 Knight Square Apt. 641, Port Kellytown, IN 42409",7794248025,paul.fisher@steele.com,B_US00833,S004117,Prospect,2005-08-11,2025-11-28,23.32903083831752,1.7756108161406319
Joseph Williams,C003465,Commercial,"501 Rodriguez Club Apt. 587, South Gabrielmouth, VT 43034",001-920-447-9442x744,joseph.williams@foster.com,B_US00935,S005744,Inactive,2005-07-08,2025-11-28,6.990139356508884,6.766337382113973
Melissa Walton,C008846,Commercial,"3581 Keith Lane Suite 754, Youngside, PR 09998",(546)422-7821x7138,melissa.walton@schneider.com,B_US00833,S008969,Prospect,2005-03-23,2025-11-28,2.8901857054723266,6.105357772370803
Denise Dunn,C002319,Commercial,"09555 Julian Meadows, North Karen, AR 44104",+1-840-337-3902x1976,denise.dunn@sanders.biz,B_US00725,S004697,Inactive,2005-11-23,2025-11-28,6.849472231607155,6.539713797482912
Allen Kennedy,C006380,Personal,"10013 Elizabeth Square Suite 084, Port Nicoleshire, MI 94524",934-958-2724,allen.kennedy@anthony.com,B_US00787,S007353,Active,2005-09-12,2025-11-28,23.621786399120985,3.9409994731039264
Shannon Wolf,C005317,Commercial,"65839 Velez Keys Suite 079, Port Marcchester, MD 56618",752-422-9881x270,shannon.wolf@hall.org,B_US00428,S007537,Active,2005-02-28,2025-11-28,19.513894834711333,6.469693527483029
Bob Nunez,C009764,Commercial,"28730 Taylor Way, Williamport, MS 39476",+1-641-229-2294x83237,bob.nunez@hall.com,B_US00553,S001487,Prospect,2005-04-12,2025-11-28,14.335674919719645,7.8206914480034015
Daniel Clark,C009492,Commercial,"529 Horn Village, Blackwellville, ID 23176",(335)231-0177,daniel.clark@lopez.com,B_US00115,S009323,Inactive,2004-11-29,2025-11-28,5.093374024953558,8.281906993832298
Justin Ramirez,C007828,Commercial,"29939 Murray Spur Apt. 807, East Sarahshire, NY 74378",308-326-2925x722,justin.ramirez@yu.com,B_US00725,S007137,Inactive,2004-12-08,2025-11-28,25.42045466398931,4.16343381604426
Nicole Cooper,C001548,Commercial,"USS Oconnor, FPO AE 68680",958-769-3666,nicole.cooper@thomas.com,B_US00787,S003031,Prospect,2005-05-02,2025-11-28,6.66155036667644,7.777991024952398
Robert Wilkinson,C005179,Personal,"2714 Wilson Springs Suite 457, New Heidiville, PR 55713",756-637-5219,robert.wilkinson@romero.net,B_US00833,S009608,Prospect,2004-12-23,2025-11-28,15.57587073934257,5.374387674328484
Dr. Mark Beard,C002396,Personal,"66293 Jackson Lodge, West David, AS 53321",(941)885-2964x3504,dr..mark.beard@banks.info,B_US00377,S004354,Inactive,2005-07-03,2025-11-28,16.402252392769928,10.0
Stacie Ramsey,C003018,Commercial,"669 Howard Land, East Johnbury, VT 19930",(953)357-4789x66599,stacie.ramsey@miller.com,B_US00428,S006229,Inactive,2005-08-04,2025-11-28,19.072885776452686,4.948506352832915
Rebecca Smith,C006026,Commercial,"28694 Manuel Via Apt. 706, Port Scotthaven, ND 92873",001-202-579-8440x2649,rebecca.smith@tran-moss.com,B_US00347,S005584,Active,2005-04-07,2025-11-28,16.833035756977672,10.0
Alyssa Diaz,C007495,Commercial,"1024 Gonzalez Divide Suite 282, New Craig, OH 12378",001-919-544-9480x36264,alyssa.diaz@guerrero.com,B_US00428,S004639,Prospect,2005-10-18,2025-11-28,8.74551703433005,8.971349860473927
Barry Robinson,C005463,Commercial,"186 Morgan Ramp Suite 152, Mendozamouth, AL 47085",308.698.3352x2546,barry.robinson@henry.com,B_US00428,S003549,Prospect,2005-07-23,2025-11-28,18.477912645046175,8.590677624941467
Joshua Wise,C003525,Personal,"3390 Michael Plains Apt. 533, Greenshire, GU 15777",985.527.9765x125,joshua.wise@drake.com,B_US00428,S005475,Inactive,2005-11-09,2025-11-28,19.187209373093953,6.313706482852145
Jacob Smith,C009003,Commercial,"4482 Thomas Village, South Amanda, MH 77921",001-696-918-9666x8277,jacob.smith@bryant-boyd.info,B_US00428,S008460,Prospect,2005-01-02,2025-11-28,17.420611362991423,10.0
David Maxwell,C008699,Personal,"389 Collins Wells Suite 934, Kennethtown, LA 38876",4212863545,david.maxwell@powers-hughes.com,B_US00436,S006670,Inactive,2005-05-05,2025-11-28,18.06596708408298,8.334853219658305
Amanda Allen,C004139,Personal,"55683 Macdonald Branch, West Grantmouth, NY 48721",(276)391-4361x20906,amanda.allen@brewer.biz,B_US00787,S001523,Prospect,2005-04-26,2025-11-28,22.176821840519686,3.8540603353051184
Timothy Maldonado,C005546,Commercial,"1864 Davis Fall, Avilaview, KS 92384",511.917.4100,timothy.maldonado@ayala.com,B_US00436,S004583,Prospect,2005-01-19,2025-11-28,4.799190620337884,9.484555616958918
Melinda Brown,C009734,Commercial,"584 Shaw Mountains Apt. 695, New Wesley, DC 94147",(685)775-8717x0701,melinda.brown@james.biz,B_US00115,S007955,Active,2004-12-16,2025-11-28,24.428646971715946,6.474315417665922
Katie Cruz,C004043,Commercial,"5542 Cindy Junctions, Port Alison, NE 08714",001-814-444-1616x413,katie.cruz@diaz.com,B_US00428,S006457,Inactive,2005-07-08,2025-11-28,21.52082366204374,9.300247251164755
Donna Hudson,C007582,Commercial,"1045 Ramirez Street, Juanchester, FM 37565",001-585-837-7552x161,donna.hudson@chen.net,B_US00787,S008609,Active,2005-11-05,2025-11-28,3.201633919996432,9.318283223938783
Brittany Russell,C004547,Commercial,"97571 Williams Light, Ramirezbury, AK 98290",001-318-690-4521,brittany.russell@dean-carr.biz,B_US00428,S001271,Prospect,2005-07-23,2025-11-28,7.2577077269546715,5.468488747831031
Michelle Garza,C005478,Commercial,"504 Campos Valley Suite 850, West Amber, GU 45593",5594274477,michelle.garza@roman-hebert.com,B_US00935,S002131,Active,2005-01-03,2025-11-28,10.411169061812824,9.201378940002302
Jamie Robertson,C007776,Personal,"633 Mccall Plains, Mirandaport, IN 93624",582.996.3849x34766,jamie.robertson@davis.com,B_US00115,S003027,Inactive,2005-02-25,2025-11-28,6.479350076848558,7.7850714982846085
Hannah Gilmore,C008944,Commercial,"USCGC Byrd, FPO AP 49401",5597290980,hannah.gilmore@hernandez.biz,B_US00436,S004315,Inactive,2005-01-12,2025-11-28,0.47768527932180227,8.01752501133823
Austin Sosa,C007900,Personal,"Unit 1293 Box 3934, DPO AA 75465",001-647-598-2456,austin.sosa@green.com,B_US00436,S009575,Prospect,2005-02-24,2025-11-28,4.971087859587998,7.769320902292368
Austin Houston,C005236,Commercial,"526 Hernandez Path, Nelsonshire, FM 04300",(739)350-7787,austin.houston@espinoza.com,B_US00377,S001672,Prospect,2005-07-19,2025-11-28,27.359864492127343,2.9590249647345903
Brenda Horn DVM,C002059,Commercial,"70178 Turner Isle Apt. 238, Morrisontown, AR 37110",(228)287-2056x5452,brenda.horn.dvm@stone-robinson.com,B_US00787,S003381,Active,2005-03-18,2025-11-28,17.411882315706297,6.85615334354337
Jeremy Alexander,C009725,Commercial,"452 Darlene Spring Suite 563, Mayofort, IL 94913",454.680.1769x3585,jeremy.alexander@ware.com,B_US00787,S009290,Active,2004-12-17,2025-11-28,6.415756125629134,8.642019601877202
Dana Daniels,C006788,Personal,"8170 Perry Mills, Dawnmouth, UT 08756",+1-777-483-4994,dana.daniels@morris.biz,B_US00787,S006893,Inactive,2005-05-31,2025-11-28,15.743545985817176,10.0
Christopher Howard,C009309,Commercial,"456 Harris Trace Suite 309, Lake Ronald, CO 32217",(418)756-4565x59568,christopher.howard@green.net,B_US00725,S008287,Inactive,2005-05-24,2025-11-28,18.69893388158514,5.2681173274944015
Christopher Frazier,C007239,Commercial,"05482 Scott Well Apt. 601, Gordonborough, DC 77189",001-448-872-7169x98341,christopher.frazier@moses-reynolds.org,B_US00347,S003878,Active,2005-11-01,2025-11-28,6.093798074030595,5.521348557649376
Brandon Smith,C001916,Personal,"016 Albert Turnpike, New Jessicafort, VA 42401",344.286.5286x06750,brandon.smith@carroll.com,B_US00725,S006570,Active,2005-08-02,2025-11-28,15.169118656537536,7.543781884648361
Maria Adams,C002304,Personal,"PSC 8750, Box 8521, APO AA 30872",+1-653-297-1673x3267,maria.adams@dougherty.info,B_US00377,S007132,Inactive,2005-07-24,2025-11-28,20.380902482905277,6.939949276697817
Kathryn Sanders,C008232,Commercial,"6976 Maurice Avenue, Port Timothy, FM 45778",515-205-8669x843,kathryn.sanders@parsons.info,B_US00347,S006502,Inactive,2005-04-08,2025-11-28,0.72636521540689,5.628019411173516
Lindsay Nguyen,C008123,Personal,"6039 Martin Plain Suite 369, Jimenezville, PR 40639",001-904-961-4464x942,lindsay.nguyen@hill.biz,B_US00428,S009274,Prospect,2005-05-13,2025-11-28,18.808706196407385,9.307079388267985
Daniel Hardin,C003077,Personal,"819 April Mountains Suite 540, Chambersfort, AK 56230",+1-548-798-0544x6072,daniel.hardin@hickman-key.com,B_US00377,S009375,Prospect,2004-12-01,2025-11-28,1.0104916546703713,7.027218409921509
Alexander Miller,C003009,Commercial,"08174 Sarah Ways, Lisastad, TX 92851",(591)798-0462x621,alexander.miller@singh.com,B_US00553,S003095,Inactive,2005-01-17,2025-11-28,15.157106839841958,4.546159127724472
Tamara Bailey,C006963,Personal,"379 Stacey Brooks Apt. 264, West Thomas, MD 88026",649-316-2823x5680,tamara.bailey@morrison-moreno.com,B_US00935,S002334,Prospect,2005-11-26,2025-11-28,10.23474431733973,8.677638046974662
Robert Acosta,C009085,Commercial,"PSC 8317, Box 7218, APO AE 04906",7715147057,robert.acosta@cook.com,B_US00436,S006336,Active,2005-02-12,2025-11-28,13.055007290531229,10.0
Christie Mclean,C004409,Commercial,"8550 Jamie Park Apt. 991, Graymouth, PW 37583",8124368620,christie.mclean@carter.org,B_US00935,S005315,Inactive,2005-10-12,2025-11-28,12.442739316148284,8.656615728948278
Jessica Jackson,C001444,Commercial,"906 Daniel Lakes, North Roger, FL 02936",(578)989-0501x49502,jessica.jackson@hansen-hull.com,B_US00428,S001660,Active,2005-06-16,2025-11-28,8.346396827320433,8.939681997095672
Julia Acosta,C007406,Commercial,"5600 Randy Land, New Tiffany, RI 21119",4012922439,julia.acosta@turner-allen.org,B_US00553,S002879,Inactive,2005-04-03,2025-11-28,10.63314033085398,6.800346302040933
Ralph Cain,C007234,Commercial,"314 Rivers Brooks, Paulahaven, VT 80743",001-496-535-6400x0209,ralph.cain@anderson.com,B_US00377,S003900,Active,2005-04-21,2025-11-28,6.083296838075949,9.480668245936405
John Bryan,C005023,Commercial,"769 Kenneth Heights, West Patricia, AL 10932",001-691-595-8219,john.bryan@gomez-mccullough.net,B_US00347,S005494,Active,2005-01-04,2025-11-28,14.853972900363472,3.9174333418213316
Shane Warren,C005237,Personal,"09762 Monica Extension Apt. 742, South Carlos, KY 71762",+1-381-789-7848x092,shane.warren@dawson.com,B_US00787,S001182,Prospect,2005-04-29,2025-11-28,21.380626176765993,5.430198565404851
Lisa Weber,C008294,Personal,"2916 Marcus Extensions, West Tanyaton, FM 26235",001-927-923-3203,lisa.weber@thomas.biz,B_US00725,S009336,Active,2005-04-23,2025-11-28,15.515193442005089,6.003805092715817
Christopher Rivera,C003486,Commercial,"452 Shaw Landing, Edwardsfort, PR 16237",971.554.9951,christopher.rivera@anderson.org,B_US00436,S007774,Prospect,2005-10-20,2025-11-28,19.199653919056395,7.045270533816439
Shaun Bush,C001962,Commercial,"Unit 4610 Box 7281, DPO AE 28793",(980)951-7923x25601,shaun.bush@hayes.com,B_US00115,S001734,Prospect,2005-01-21,2025-11-28,9.339069596361368,7.999440792184837
Michelle Smith,C005664,Personal,"64824 Bruce Walk, South James, MS 88397",001-914-651-2838x225,michelle.smith@lewis.info,B_US00787,S005845,Active,2005-02-01,2025-11-28,22.95881498148844,5.375002404695273
Larry Gibson,C002885,Personal,"81431 Ruiz Forks, Lake Maryton, CT 47098",(438)215-2814x4444,larry.gibson@roy-kelly.com,B_US00428,S001718,Inactive,2005-06-17,2025-11-28,9.695029754237348,7.5377735169314075
Whitney Tucker,C009965,Personal,"390 Schroeder Glens Apt. 446, Perkinsmouth, LA 24386",3792022263,whitney.tucker@pugh-hammond.com,B_US00115,S006469,Inactive,2005-03-16,2025-11-28,13.314483129297257,7.744401647116408
Lawrence Cross,C009235,Commercial,"22590 Devin Fork, West Heatherland, MT 05453",(440)497-2749x723,lawrence.cross@cook.com,B_US00553,S002957,Inactive,2005-07-19,2025-11-28,18.008237093639547,8.656378321245894
Adam Larson,C001947,Personal,"4226 Adam Courts Suite 574, Port Ashlee, IN 90553",690.853.6021x017,adam.larson@murray-stanley.com,B_US00787,S001587,Prospect,2005-10-07,2025-11-28,9.67925284912759,7.289980741631016
Alison Lewis,C009179,Personal,"3063 Anthony Spring, Millsfurt, LA 09339",+1-214-297-7492x115,alison.lewis@butler.com,B_US00428,S007190,Inactive,2005-06-04,2025-11-28,14.112723962724365,7.317793283300666
Jason Ho,C008356,Commercial,"39748 Rodriguez Shores Apt. 959, Rodriguezport, MD 98759",566.227.6366x41782,jason.ho@pierce.com,B_US00833,S002112,Inactive,2005-08-23,2025-11-28,15.258662563065586,4.237025446112143
Anthony Hood Jr.,C004230,Personal,"13147 Smith Lane Suite 241, Phillipsland, WI 44394",4158836594,anthony.hood.jr.@taylor-simmons.biz,B_US00428,S009611,Inactive,2005-06-16,2025-11-28,7.499237064736513,7.035061151651496
Brian Allen,C006629,Personal,"119 Steven Lock, Elliotttown, MO 54502",912.443.5326x00353,brian.allen@macias-moore.net,B_US00377,S004522,Inactive,2005-03-14,2025-11-28,13.401439482756693,3.664993330170096
Bethany Nguyen,C002356,Commercial,"127 Pugh Ports, Port Deborahside, OK 72727",757-730-0356x03591,bethany.nguyen@gordon-davis.info,B_US00115,S002918,Prospect,2005-07-04,2025-11-28,12.858995697881065,7.950144847948044
Jennifer Howard,C003041,Personal,"086 Amy Centers, Gloriaville, TN 29351",419.618.9741x2884,jennifer.howard@huffman-martin.com,B_US00787,S002859,Active,2005-11-15,2025-11-28,8.991296246124428,6.901514176755559
Tiffany Martinez,C007429,Personal,"456 Cheryl Skyway Apt. 900, Pearsonport, MH 72981",(761)408-0359x947,tiffany.martinez@lee-kane.com,B_US00428,S002267,Prospect,2005-10-27,2025-11-28,27.284361067425852,7.328822324101078
Amy Harris,C003719,Personal,"848 Edwards Forges, South Thomas, FM 25097",(260)257-5594x7960,amy.harris@coleman.com,B_US00377,S005859,Inactive,2005-04-05,2025-11-28,9.633946912375315,9.361317705128688
Troy Burnett,C002043,Commercial,"9562 Knight Wells, West Michelleview, MI 82246",+1-514-369-8199x095,troy.burnett@hurst-smith.com,B_US00935,S006819,Active,2005-04-03,2025-11-28,18.766535954181748,7.73667476011289
Diane Shepherd,C002199,Commercial,"071 Long Summit, Webbland, WI 22660",613.422.0874,diane.shepherd@foster-wells.org,B_US00787,S001484,Inactive,2005-11-08,2025-11-28,4.313142546680211,3.7469313215502726
April Brown,C008646,Personal,"713 Bates Route Suite 273, Jessicachester, ID 50585",9935579391,april.brown@pham-mitchell.com,B_US00553,S001457,Prospect,2005-02-19,2025-11-28,9.403485800895588,6.915558149910004
Edward Vega,C003242,Commercial,"68836 Perez Neck Suite 499, Port Dawnhaven, KS 71246",624.748.8550,edward.vega@malone-shepherd.net,B_US00377,S008057,Inactive,2005-06-09,2025-11-28,19.6587640392628,5.656732621609811
Sarah Hayes,C009830,Commercial,"8503 Judith Light Suite 968, East Brendafurt, NV 48856",388.812.5898,sarah.hayes@scott.com,B_US00833,S002859,Prospect,2005-04-14,2025-11-28,12.796766815352186,9.823755217100274
Ryan Delacruz,C008959,Personal,"163 Tiffany Tunnel Apt. 655, Hammondchester, SC 58524",7805218615,ryan.delacruz@rodriguez.com,B_US00347,S007323,Active,2004-12-31,2025-11-28,12.47975009221475,7.091921021775453
Michael Martinez PhD,C009767,Commercial,"263 Duffy Greens, Lake Johnport, OR 75910",222.305.5270,michael.martinez.phd@moore-gillespie.com,B_US00115,S009341,Active,2005-09-09,2025-11-28,6.197803339877256,7.878376559510928
Jacqueline Rogers,C006560,Personal,"7196 Cox Street, Bellburgh, CO 60556",(676)265-1927,jacqueline.rogers@moses.com,B_US00553,S008051,Active,2005-06-18,2025-11-28,9.54884073902153,5.95280274122596
Allison Collins,C002987,Personal,"0520 Nicholas Green, East Leah, TN 44690",823.288.2813x2754,allison.collins@francis.info,B_US00725,S005797,Active,2005-09-26,2025-11-28,3.054364208559738,6.885411248697484
Anthony Clark,C007322,Commercial,"USS Anderson, FPO AP 54096",778-417-4722,anthony.clark@nelson-myers.com,B_US00377,S005905,Active,2005-03-28,2025-11-28,9.502412629753119,3.742442151539979
Charles Lin,C009202,Commercial,"058 Kenneth Key, West Kristentown, KS 03183",296-775-3692,charles.lin@nichols.com,B_US00833,S009983,Prospect,2005-03-12,2025-11-28,22.03226864793767,6.919329961150023
Jared Page,C005158,Commercial,"Unit 1690 Box 8943, DPO AE 32893",+1-921-803-7285x749,jared.page@young.com,B_US00787,S009516,Inactive,2005-11-25,2025-11-28,1.8854072211579673,7.593964754060473
Lorraine Richardson MD,C008949,Personal,"09037 Chloe Loaf Apt. 678, Jonesmouth, MS 79272",629-473-3065x446,lorraine.richardson.md@davies.com,B_US00787,S008968,Inactive,2005-05-08,2025-11-28,10.428225566702144,6.509941843400341
Amber Walsh,C004927,Personal,"9042 David Trafficway Apt. 973, East William, AL 56467",7515874131,amber.walsh@clark.com,B_US00347,S007280,Prospect,2005-07-14,2025-11-28,0.54531141036599,6.827677110699392
Mike Williams,C001838,Commercial,"1754 Michael Meadow Apt. 748, Sandrafurt, OH 73249",427.843.3191x5660,mike.williams@hernandez.info,B_US00428,S004203,Active,2005-08-21,2025-11-28,14.0241323287059,10.0
Valerie Mckenzie,C003561,Personal,"0230 Liu Creek Suite 560, East Samuelfort, MP 16557",390-301-9565x621,valerie.mckenzie@arellano.com,B_US00553,S006510,Active,2005-02-12,2025-11-28,0.6063497048838471,6.488930996903975
Daniel Johnson,C002512,Commercial,"924 Christopher Summit, South Victoriamouth, DC 16927",2122078436,daniel.johnson@lester-bird.com,B_US00436,S009300,Prospect,2005-03-01,2025-11-28,15.153255388593832,10.0
